Id Operacao;Data do Inicio;Data da Deflagracao;Tipo de Operacao;Area;Sigla Unidade Federativa;Sigla Unidade Institucional;Atuacao em Territorio Indigena;Atuacao em Territorio de Fronteira;Qtd Prisao em Flagrante;Qtd Prisao Preventiva;Qtd Prisao Temporaria;Qtd Mandado de Busca e Apreesao;Qtd Valores Apreendidos;Qtd Valores Apreendidos i11;Qtd Valores Descapitalizados;Qtd Prejuizos Causados a Uniao;Proib Ausentar Comarca;Proib Acesso ou Freq;Comparecimento Juizo;Qtd Fianca;Qtd Internacao Prov;Proib Contato;Mand Jud Caut Assec;Recol Domic Noturno;Susp Ex Func Pub A E;Monit Eletronica
3b2c23015d5473bbe6940609d56cf749;27/07/2023;27/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$4.545,00;;;;0;0;0;0;0;0;0;0;0;0
1a6eb4c3daa8ed489c3ec421f1cbbf12;27/07/2023;27/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;MS;DPF/PPA/MS                                                      ;Nao;Paraguai                                                                                                                        ;0;0;0;0;R$21.430,00;;;;0;0;0;0;0;0;0;0;0;0
2af79f052fdddc436471fb6951829ee5;27/07/2023;27/07/2023;Operacao de Apoio;Crimes Contra o Patrimфnio                                                                                                      ;PB;SR/PF/PB                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
e811bf3878c77200c7d716e0613e8466;27/07/2023;27/07/2023;Operacao Especial;Crimes Ambientais e Contra o Patrimфnio Cultural                                                                                ;RO;DPF/JPN/RO                                                      ;Nao;Bolнvia                                                                                                                         ;1;0;0;8;;;;;0;0;0;0;0;0;0;0;0;0
7042d1cb8c51ebf1a680b650cf5272e0;27/07/2023;27/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;DPF/NVI/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
4281a5a650130b24643c9c1a4ab25cb4;27/07/2023;27/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;DPF/NVI/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
6e99602e1e335918c7f362b073ba8f25;27/07/2023;27/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;DPF/NVI/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
9ccc4096ed1d11d1b4c9e57ca1192176;27/07/2023;27/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;DPF/NVI/MS                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
6b1b809877acc40dee572f7374562b0a;27/07/2023;27/07/2023;Operacao Simples ;Crimes Fazendбrios                                                                                                              ;AM;SR/PF/AM                                                        ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
468b87d98e2c90e66ff5658139279f8d;01/08/2023;27/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;PA;DPF/ATM/PA                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$39.111,00;;;;0;0;0;0;0;0;0;0;0;0
3baa67cdc16142ce00fb83870f7bf21c;05/05/2023;26/07/2023;Operacao Comum   ;Crimes de Уdio e Pornografia Infantil                                                                                           ;MG;DPF/GVS/MG                                                      ;Nao;                                                                                                                                ;0;0;0;2;;;;;0;0;0;0;0;0;0;0;0;0
c34349ea22ada6627286079a37f04371;26/07/2023;26/07/2023;Operacao Simples ;Crimes Contra o Patrimфnio                                                                                                      ;SP;SR/PF/SP                                                        ;Nao;                                                                                                                                ;0;1;0;0;R$8.660,00;;;R$10.000,00;1;0;1;0;0;0;0;0;0;0
156fb2cebe785768dcd3f045a47cb789;26/07/2023;26/07/2023;Operacao de Apoio;Crimes Contra o Patrimфnio                                                                                                      ;CE;SR/PF/CE                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
edc374178c221ec12112bdba0f176035;26/07/2023;26/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;BA;SR/PF/BA                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
d247f2f33d83b8bed161acdb6d3442fc;26/07/2023;26/07/2023;Operacao Especial;Trбfico de Drogas                                                                                                               ;CE;SR/PF/CE                                                        ;Nao;                                                                                                                                ;0;0;1;1;;;;;0;0;0;0;0;0;0;0;0;0
383657888778703fab0d5f02ecc2c5e5;26/07/2023;26/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MT;DPF/ROO/MT                                                      ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
2b64e5de985c471408a38e9c3fdffbae;26/07/2023;26/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;AC;DPF/EPA/AC                                                      ;Nao;Bolнvia                                                                                                                         ;1;0;0;0;R$1.000,00;;;;0;0;0;0;0;0;0;0;0;0
7cb468d3977950f09910f6d65a1036e1;26/07/2023;26/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$2.936,00;;;;0;0;0;0;0;0;0;0;0;0
d25cce97b10ebfba88b15f111d200ba6;26/07/2023;26/07/2023;Operacao Especial;Trбfico de Drogas                                                                                                               ;ES;DPF/SMT/ES                                                      ;Nao;                                                                                                                                ;1;0;0;2;;;;;0;0;0;0;0;0;0;0;0;0
4b378d5a3c8945117ce97a40101c7a37;26/07/2023;26/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;RO;DPF/GMI/RO                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$404.000,00;;;;0;0;0;0;0;0;0;0;0;0
1b7fc792ff9fad2e6450381004527c04;26/07/2023;26/07/2023;Operacao de Apoio;Crimes de Уdio e Pornografia Infantil                                                                                           ;ES;SR/PF/ES                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
ae6b43f6d0cfb98641d08a14ebaf922c;28/07/2023;26/07/2023;Operacao Especial;Crimes Contra o Patrimфnio                                                                                                      ;CE;SR/PF/CE                                                        ;Nao;                                                                                                                                ;0;11;0;0;;;;;0;0;0;0;0;0;0;0;0;0
1f6d4b3f2fa90932c06e7359f144489c;11/12/2022;25/07/2023;Operacao Comum   ;Trбfico de Drogas                                                                                                               ;RR;FTSP/DRCOR/SR/PF/RR                                             ;Nao;Venezuela                                                                                                                       ;0;0;0;6;;;;;0;0;0;0;0;0;0;0;0;0
cbec4b82f80ca82aa9aaa5b17bc9fd3a;18/01/2023;25/07/2023;Operacao Especial;Crimes de Уdio e Pornografia Infantil                                                                                           ;SE;SR/PF/SE                                                        ;Nao;                                                                                                                                ;0;0;0;1;R$3.400,00;;;;0;0;0;0;0;0;0;0;0;0
b0a69213ce507a64e8268d82687af05c;12/04/2023;25/07/2023;Operacao Especial;Crimes de Corrupзгo                                                                                                             ;PB;SR/PF/PB                                                        ;Nao;                                                                                                                                ;0;0;0;24;R$277.457,00;;R$39.480,00;;0;0;0;0;0;0;0;0;0;0
ec6f28238ee9d3b0121a7d3335b39a01;05/05/2023;25/07/2023;Operacao Especial;Trбfico de Drogas                                                                                                               ;RO;DPF/JPN/RO                                                      ;Nao;Bolнvia                                                                                                                         ;0;0;0;1;R$49.282,00;;;;0;0;0;0;0;0;0;0;0;0
620801679b31b198e656e7a0b8df3acb;26/06/2023;25/07/2023;Operacao Especial;Crimes de Уdio e Pornografia Infantil                                                                                           ;SP;DPF/CZO/SP                                                      ;Nao;                                                                                                                                ;0;0;0;1;R$5.587,00;;;;0;0;0;0;0;0;0;0;0;0
ebefde8dc9b18a68c6c954028aaf494f;30/06/2023;25/07/2023;Operacao Especial;Crimes de Уdio e Pornografia Infantil                                                                                           ;SP;DPF/CAS/SP                                                      ;Nao;                                                                                                                                ;1;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
c0857cac73e5ba39c048aa93b45c14be;30/06/2023;25/07/2023;Operacao Comum   ;Crimes de Уdio e Pornografia Infantil                                                                                           ;SP;DPF/CAS/SP                                                      ;Nao;                                                                                                                                ;0;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
2281a76e0c0651d6ab488acf31afd1e1;25/07/2023;25/07/2023;Operacao Simples ;Crimes Fazendбrios                                                                                                              ;AL;SR/PF/AL                                                        ;Nao;                                                                                                                                ;2;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
6b2fd875ec272c314003360a08366a85;25/07/2023;25/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/SJE/SP                                                      ;Nao;                                                                                                                                ;0;0;0;0;R$98.812,00;;;;0;0;0;0;0;0;0;0;0;0
f6e2c9ce562600e56afe80deeecb06ea;25/07/2023;25/07/2023;Operacao Simples ;Crimes Fazendбrios                                                                                                              ;MT;DPF/ROO/MT                                                      ;Nao;                                                                                                                                ;1;0;0;0;R$3.728,00;;;;0;0;0;0;0;0;0;0;0;0
bdb91817bf5eabf3c249d5312c93d2d7;25/07/2023;25/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$2.874,00;;;;0;0;0;0;0;0;0;0;0;0
129ed1c57ac1e18d1fa3521aaf0c5a2d;02/08/2023;25/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;MS;DPF/PPA/MS                                                      ;Nao;Paraguai                                                                                                                        ;0;0;0;0;R$1.277,00;;;;0;0;0;0;0;0;0;0;0;0
3574675a9d232b3fb19ee34449fcb96e;10/08/2023;25/07/2023;Operacao Especial;Crimes de Уdio e Pornografia Infantil                                                                                           ;RJ;DPF/NRI/RJ                                                      ;Nao;                                                                                                                                ;1;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
ee6f1fa08cc9b66e39b097332de9d018;24/03/2023;24/07/2023;Operacao Especial;Crimes de Уdio e Pornografia Infantil                                                                                           ;AM;SR/PF/AM                                                        ;Nao;                                                                                                                                ;0;1;0;1;;;;;0;0;0;0;0;0;0;0;0;0
6896c06a8a9092799b6466b826169c88;24/07/2023;24/07/2023;Operacao Simples ;Crimes Contra o Patrimфnio                                                                                                      ;AM;SR/PF/AM                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
2433a362148937d508860fffd2fc0a5a;24/07/2023;24/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
78ea332f0bd6ff9a01669fdb85544e2d;24/07/2023;24/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$5.678,00;;;;0;0;0;0;0;0;0;0;0;0
fb50a4867a72346989cdd20fe180bb45;24/07/2023;24/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$556,00;;;;0;0;0;0;0;0;0;0;0;0
d6fb54b31aed4a705e2252c849244f23;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
bfe6d13a8576d8e170836934b89b56b1;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
70cdc8f930406493357bdfc72ea92a8d;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
24f301d65f0b2140d5370e199bbdee3f;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
50206b5c0aa7ca836cb228ff5138e5fe;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
f2f863a9e06b286400a68b265f7874f4;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
f388f39e27daefad1268a3fb6c55b09b;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
fb6aef8b314a983db74d860e8bf7e386;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;MS;SR/PF/MS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
78112d506d7278c5118b0180f099eddc;24/07/2023;24/07/2023;Operacao de Apoio;Crimes de Corrupзгo                                                                                                             ;AM;SR/PF/AM                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
7d37b1e28cc6d243e327135870e53a89;24/07/2023;24/07/2023;Operacao de Apoio;Trбfico de Drogas                                                                                                               ;SE;SR/PF/SE                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
ada8904d9f4d7a5b9833ecf16c8d3185;24/07/2023;24/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;AM;SR/PF/AM                                                        ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
400d7b1a2caf7c28d081bfdba5de2206;24/07/2023;24/07/2023;Operacao de Apoio;Crimes de Corrupзгo                                                                                                             ;MT;SR/PF/MT                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
0e671d3fc3d37c7e956765f06026171b;23/07/2023;23/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$2.122,00;;;;0;0;0;0;0;0;0;0;0;0
819f6c8c98a519c3f3d7377a5bc548d9;23/07/2023;23/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;MS;DPF/CRA/MS                                                      ;Nao;Bolнvia                                                                                                                         ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
5602b24bb3af788578445e29485287f5;22/07/2023;22/07/2023;Operacao de Apoio;Crimes de Corrupзгo                                                                                                             ;PB;SR/PF/PB                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
7ec3637495c0d22dcf06d635fb7f2f80;22/07/2023;22/07/2023;Operacao de Apoio;Crimes de Corrupзгo                                                                                                             ;PB;SR/PF/PB                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
89786da7103bd33cfc279a307afcf3cb;22/07/2023;22/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$1.918,00;;;;0;0;0;0;0;0;0;0;0;0
970f71ac90be02ba17f2085ef0086391;22/07/2023;22/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$5.305,00;;;;0;0;0;0;0;0;0;0;0;0
ad8d949292c1135d721c050ee1a6e521;20/07/2023;21/07/2023;Operacao Especial;Crimes de Уdio e Pornografia Infantil                                                                                           ;RS;SR/PF/RS                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
4250c577a2a54469ab70812ed6429c9f;21/07/2023;21/07/2023;Operacao de Apoio;Crimes Financeiros                                                                                                              ;SE;SR/PF/SE                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
a373584cdb4ab0f01bfa268e7f3a425b;21/07/2023;21/07/2023;Operacao de Apoio;Crimes de Corrupзгo                                                                                                             ;SE;SR/PF/SE                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
9de5f7181a100b4a762ee11cace1b15b;21/07/2023;21/07/2023;Operacao Especial;Crimes Ambientais e Contra o Patrimфnio Cultural                                                                                ;AL;SR/PF/AL                                                        ;Sim;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
36f909af4bce6ea7439f31c83190f89a;21/07/2023;21/07/2023;Operacao de Apoio;Crimes Financeiros                                                                                                              ;SP;SR/PF/SP                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
92a283c17a781a1d7135db8aa156a5f5;21/07/2023;21/07/2023;Operacao de Apoio;Crimes Financeiros                                                                                                              ;SP;SR/PF/SP                                                        ;Nao;                                                                                                                                ;0;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
dd6929d3564eb95ad69dfbee8dde44fa;21/07/2023;21/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;SP;DPF/GRU/SP - AIN                                                ;Nao;                                                                                                                                ;1;0;0;0;R$5.451,00;;;;0;0;0;0;0;0;0;0;0;0
1f12491d99a85c8ea8cd2109b292f47e;21/07/2023;21/07/2023;Operacao Comum   ;Crimes Contra o Patrimфnio                                                                                                      ;RS;DPF/SBA/RS                                                      ;Nao;                                                                                                                                ;0;0;0;1;;;;;0;0;0;0;0;0;0;0;0;0
8134f859e443020b3acd801da5ab26a7;21/07/2023;21/07/2023;Operacao Simples ;Trбfico de Drogas                                                                                                               ;AM;SR/PF/AM                                                        ;Nao;                                                                                                                                ;1;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0
